,PRODUCT,Coal and coal products,Peat and peat products,Oil shale and oil sands,"Crude, NGL and feedstocks",Oil products,Natural gas,Nuclear,Hydro,Geothermal,Solar/wind/other,Biofuels and waste,Heat production from non-specified combustible fuels,Electricity,Heat,Total,Memo: Renewables,"Memo: Coal, peat and oil shale",Memo: Primary and secondary oil,"Memo: Geothermal, solar/wind/other, heat, electricity"
FLOW,TIME
   Electricity output (GWh)-autoproducer electricity plants,1999,33625,0,0,72,47406,7765,702,7298,216,20480,9604,0,0,0,127169,17354,33625,47478,20696
   Electricity output (GWh)-autoproducer electricity plants,2000,35336,0,0,9,45488,8188,712,7489,230,20465,9212,0,0,0,127129,17304,35336,45497,20695
   Electricity output (GWh)-autoproducer electricity plants,2001,37633,0,0,10,44719,8372,209,7364,252,20937,8740,0,0,0,128236,17117,37633,44729,21189
   Electricity output (GWh)-autoproducer electricity plants,2002,38593,0,0,9,44998,9506,1021,7752,153,21251,9039,0,0,0,132322,17969,38593,45007,21404
   Electricity output (GWh)-autoproducer electricity plants,2003,40268,0,0,8,47299,10435,0,8083,235,22768,9550,0,0,0,138646,19508,40268,47307,23003
   Electricity output (GWh)-autoproducer electricity plants,2004,41509,0,0,6,47850,11712,0,7639,242,22777,9978,0,0,0,141712,20206,41509,47856,23019
   Electricity output (GWh)-autoproducer electricity plants,2005,39632,0,0,2,44404,14127,0,6571,199,23875,10794,0,0,0,139603,20533,39632,44406,24074
   Electricity output (GWh)-autoproducer electricity plants,2006,38458,0,0,4,41223,15134,0,8335,203,25148,11197,0,0,0,139701,23210,38458,41227,25351
   Electricity output (GWh)-autoproducer electricity plants,2007,40414,0,0,5,35799,15897,0,7381,196,25954,11495,0,0,0,137140,23269,40414,35804,26150
   Electricity output (GWh)-autoproducer electricity plants,2008,49718,0,0,5,35023,19646,0,7590,194,24475,13647,0,0,0,150298,23597,49718,35028,24670
   Electricity output (GWh)-autoproducer electricity plants,2009,56670,0,0,6,34415,23036,0,9293,191,25806,15573,0,0,0,164991,25687,56670,34421,25997
   Electricity output (GWh)-autoproducer electricity plants,2010,62043,0,0,5,33214,37052,0,16507,163,28315,18495,0,0,0,195794,34846,62043,33219,28478
   Electricity output (GWh)-autoproducer electricity plants,2011,63559,0,0,5,34070,37421,0,17331,158,30285,19418,0,0,0,202248,37706,63559,34076,30443
   Electricity output (GWh)-autoproducer electricity plants,2012,67481,0,0,5,32092,38888,0,16285,149,32080,20225,0,0,0,207204,38837,67481,32096,32229
   Electricity output (GWh)-autoproducer electricity plants,2013,68175,0,0,4,31158,38915,0,16322,167,39723,21126,0,0,0,215590,46418,68175,31162,39890
   Electricity output (GWh)-autoproducer electricity plants,2014,67090,0,0,4,28197,38351,0,16687,201,49327,21422,0,0,0,221280,57446,67090,28200,49528
   Electricity output (GWh)-autoproducer electricity plants,2015,68412,0,0,4,27911,38749,0,16469,211,61127,21518,0,0,0,234403,69789,68412,27916,61338
   Electricity output (GWh)-autoproducer electricity plants,2016,28511,0,0,5,18576,19023,0,3316,58,60790,17081,0,0,0,147360,56134,28511,18581,60848
   Electricity output (GWh)-autoproducer electricity plants,2017,25384,0,0,5,19374,19712,0,2747,125,67634,16138,0,0,0,151118,61928,25384,19378,67759
   Electricity output (GWh)-autoproducer electricity plants,2018,30961,0,0,4,17545,20822,0,3290,206,72134,16909,0,0,0,161872,69598,30961,17549,72341
   Electricity output (GWh)-autoproducer electricity plants,2019,30865,0,0,3,14846,20292,0,3328,612,75921,16461,0,0,0,162328,73744,30865,14849,76533
   Electricity output (GWh)-autoproducer electricity plants,2020,27212,0,0,3,13196,19411,0,2999,729,80724,15642,0,0,0,159915,78815,27212,13198,81453
   Electricity output (GWh)-autoproducer electricity plants,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Electricity output (GWh)-main activity producer CHP plants,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-main activity producer CHP plants,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Electricity output (GWh)-autoproducer CHP plants,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electricity output (GWh)-autoproducer CHP plants,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heat output,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output,1972,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0
Heat output,1973,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0
Heat output,1974,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,0,0,0
Heat output,1975,0,0,0,0,0,0,0,0,0,0,0,56,0,0,56,0,0,0,0
Heat output,1976,0,0,0,0,0,0,0,0,0,0,0,68,0,0,68,0,0,0,0
Heat output,1977,14,0,0,0,33,19,0,0,0,0,0,8,0,0,74,0,14,33,0
Heat output,1978,14,0,0,0,34,28,0,0,0,0,0,11,0,0,87,0,14,34,0
Heat output,1979,15,0,0,0,30,37,0,0,0,0,0,12,0,0,94,0,15,30,0
Heat output,1980,15,0,0,0,29,47,0,0,0,0,0,12,0,0,102,0,15,29,0
Heat output,1981,16,0,0,0,28,50,0,0,0,0,0,13,0,0,107,0,16,28,0
Heat output,1982,15,0,0,0,27,53,0,0,0,0,0,13,0,0,108,0,15,27,0
Heat output,1983,16,0,0,0,30,59,0,0,0,0,0,6,10,0,121,0,16,30,10
Heat output,1984,19,0,0,0,30,63,0,0,0,0,0,7,11,0,130,0,19,30,11
Heat output,1985,18,0,0,0,30,68,0,0,0,0,0,10,12,0,138,0,18,30,12
Heat output,1986,17,0,0,0,27,71,0,0,0,0,0,13,13,0,141,0,17,27,13
Heat output,1987,17,0,0,0,28,79,0,0,0,0,0,15,14,0,152,0,17,28,14
Heat output,1988,16,0,0,0,28,80,0,0,0,0,0,14,17,0,154,0,16,28,17
Heat output,1989,17,0,0,0,28,94,0,0,0,0,0,13,20,0,172,0,17,28,20
Heat output,1990,13,0,0,0,41,93,0,0,0,21,1,0,29,..,200,0,13,41,51
Heat output,1991,14,0,0,0,31,124,0,0,0,29,1,0,34,..,234,0,14,31,64
Heat output,1992,14,0,0,0,30,137,0,0,0,34,2,0,40,..,257,0,14,30,74
Heat output,1993,13,0,0,0,30,159,0,0,0,36,2,0,44,..,284,0,13,30,80
Heat output,1994,15,0,0,0,30,193,0,0,0,49,3,0,56,..,347,0,15,30,106
Heat output,1995,13,0,0,0,32,210,0,0,0,60,3,0,61,..,378,0,13,32,121
Heat output,1996,12,0,0,0,30,221,0,0,0,69,3,0,68,..,403,0,12,30,136
Heat output,1997,14,0,0,0,30,242,0,0,0,78,3,0,74,..,442,0,14,30,152
Heat output,1998,15,0,0,0,32,263,0,0,0,82,3,0,82,..,477,0,15,32,164
Heat output,1999,14,0,0,0,36,282,0,0,0,86,3,0,89,..,510,0,14,36,175
Heat output,2000,15,0,0,0,37,300,0,0,0,91,4,0,94,..,541,0,15,37,185
Heat output,2001,14,0,0,0,33,297,0,0,0,95,4,0,96,..,540,0,14,33,191
Heat output,2002,18,0,0,0,34,313,0,0,0,88,4,0,96,..,553,0,18,34,184
Heat output,2003,16,0,0,0,30,302,0,0,0,91,4,0,105,..,548,0,16,30,195
Heat output,2004,12,0,0,0,30,341,0,0,0,106,3,0,102,..,595,0,12,30,208
Heat output,2005,13,0,0,0,21,358,0,0,0,105,3,0,99,..,599,0,13,21,203
Heat output,2006,13,0,0,0,14,344,0,0,0,105,2,0,99,..,577,0,13,14,204
Heat output,2007,13,0,0,0,10,372,0,0,0,101,2,0,101,..,599,0,13,10,202
Heat output,2008,12,0,0,0,9,353,0,0,0,100,2,0,98,..,574,0,12,9,198
Heat output,2009,0,0,0,0,7,348,0,0,0,99,2,0,93,..,549,0,0,7,192
Heat output,2010,0,0,0,0,19,366,0,0,0,93,1,0,105,..,583,0,0,19,199
Heat output,2011,0,0,0,0,17,338,0,0,0,77,0,0,92,..,524,0,0,17,169
Heat output,2012,0,0,0,0,4,345,0,0,0,72,0,0,116,..,537,0,0,4,188
Heat output,2013,0,0,0,0,2,351,0,0,0,73,0,0,121,..,547,0,0,2,194
Heat output,2014,0,0,0,0,3,321,0,0,0,71,0,0,122,..,516,0,0,3,193
Heat output,2015,0,0,0,0,5,303,0,0,0,67,0,0,134,..,509,0,0,5,201
Heat output,2016,0,0,0,0,5,322,0,0,0,64,0,0,140,..,531,0,0,5,204
Heat output,2017,0,0,0,0,5,324,0,0,0,65,0,0,142,..,535,0,0,5,207
Heat output,2018,0,0,0,0,3,312,0,0,0,59,0,0,170,..,544,0,0,3,229
Heat output,2019,0,0,0,0,3,295,0,0,0,62,0,0,181,..,541,0,0,3,243
Heat output,2020,0,0,0,0,3,295,0,0,0,62,0,0,182,..,541,0,0,3,243
Heat output,2021,0,0,0,0,3,295,0,0,0,62,0,0,182,0,541,0,0,3,243
   Heat output-main activity producer CHP plants,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat output-main activity producer CHP plants,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
