,PRODUCT,Coal and coal products,Peat and peat products,Oil shale and oil sands,"Crude, NGL and feedstocks",Oil products,Natural gas,Nuclear,Hydro,Geothermal,Solar/wind/other,Biofuels and waste,Heat production from non-specified combustible fuels,Electricity,Heat,Total,Memo: Renewables,"Memo: Coal, peat and oil shale",Memo: Primary and secondary oil,"Memo: Geothermal, solar/wind/other, heat, electricity"
FLOW,TIME
   Autoproducer electricity plants,1986,-3193,0,0,0,-6137,0,-258,-560,-223,0,-2194,0,6435,0,-6130,-2902,-3193,-6137,6212
   Autoproducer electricity plants,1987,-3681,0,0,0,-6355,0,-300,-540,-240,-1,-2365,0,6785,0,-6697,-3068,-3681,-6355,6544
   Autoproducer electricity plants,1988,-4101,0,0,0,-7001,0,-272,-625,-234,0,-2632,0,7477,0,-7387,-3399,-4101,-7001,7243
   Autoproducer electricity plants,1989,-4685,0,0,0,-7549,0,-262,-626,-226,0,-2841,0,8176,0,-8014,-3592,-4685,-7549,7950
   Autoproducer electricity plants,1990,-6873,0,0,0,-9911,-677,-28,-609,-220,-6,-1773,0,9723,0,-10374,-2609,-6873,-9911,9497
   Autoproducer electricity plants,1991,-6907,0,0,0,-9788,-808,-39,-687,-217,-6,-1812,0,9912,0,-10352,-2722,-6907,-9788,9689
   Autoproducer electricity plants,1992,-6893,0,0,0,-9704,-893,-33,-591,-220,-7,-1816,0,9906,0,-10251,-2634,-6893,-9704,9679
   Autoproducer electricity plants,1993,-7118,0,0,0,-9549,-958,-34,-652,-258,-8,-1787,0,9970,0,-10395,-2706,-7118,-9549,9704
   Autoproducer electricity plants,1994,-7305,0,0,0,-10068,-1046,-30,-489,-238,-8,-1874,0,10276,0,-10783,-2610,-7305,-10068,10029
   Autoproducer electricity plants,1995,-7456,0,0,-12,-10095,-1094,-43,-568,-218,-9,-1978,0,10524,0,-10948,-2773,-7456,-10107,10297
   Autoproducer electricity plants,1996,-8002,0,0,-13,-10161,-1177,-262,-557,-212,-11,-1990,0,10847,0,-11537,-2769,-8002,-10174,10624
   Autoproducer electricity plants,1997,-7920,0,0,-17,-10375,-1236,-176,-583,-211,-13,-2065,0,11160,0,-11436,-2872,-7920,-10392,10936
   Autoproducer electricity plants,1998,-7271,0,0,-15,-10276,-1467,-259,-631,-199,-17,-1989,0,10500,0,-11624,-2826,-7271,-10291,10285
   Autoproducer electricity plants,1999,-7233,0,0,-15,-10217,-1618,-183,-628,-186,-25,-2026,0,10935,0,-11196,-2853,-7233,-10232,10724
   Autoproducer electricity plants,2000,-7715,0,0,-2,-9801,-1733,-186,-644,-198,-40,-1975,0,10931,0,-11362,-2837,-7715,-9803,10693
   Autoproducer electricity plants,2001,-8115,0,0,-2,-9506,-1750,-55,-633,-216,-69,-1850,0,11026,0,-11170,-2761,-8115,-9508,10741
   Autoproducer electricity plants,2002,-8364,0,0,-2,-9621,-1998,-266,-667,-132,-91,-1924,0,11378,0,-11686,-2806,-8364,-9623,11155
   Autoproducer electricity plants,2003,-8633,0,0,-2,-10030,-2169,0,-695,-202,-145,-2011,0,11921,0,-11965,-3043,-8633,-10032,11575
   Autoproducer electricity plants,2004,-8842,0,0,-1,-10111,-2421,0,-657,-208,-208,-2089,0,12185,0,-12351,-3146,-8842,-10113,11769
   Autoproducer electricity plants,2005,-8192,0,0,0,-9275,-2838,0,-565,-171,-272,-2196,0,12004,0,-11505,-3164,-8192,-9276,11560
   Autoproducer electricity plants,2006,-7921,0,0,-1,-8575,-3029,0,-717,-175,-334,-2270,0,12012,0,-11009,-3412,-7921,-8576,11504
   Autoproducer electricity plants,2007,-8281,0,0,-1,-7452,-3168,0,-635,-169,-394,-2320,0,11792,0,-10627,-3440,-8281,-7453,11229
   Autoproducer electricity plants,2008,-10091,0,0,-1,-7286,-3895,0,-653,-167,-442,-2739,0,12923,0,-12349,-3403,-10091,-7287,12314
   Autoproducer electricity plants,2009,-11428,0,0,-1,-7135,-4546,0,-799,-165,-538,-3111,0,14187,0,-13537,-3488,-11428,-7136,13484
   Autoproducer electricity plants,2010,-12466,0,0,-1,-7221,-6082,0,-1419,-140,-642,-4830,0,16835,0,-15965,-5036,-12466,-7222,16054
   Autoproducer electricity plants,2011,-12837,0,0,-1,-7338,-6297,0,-1490,-136,-799,-4901,0,17390,0,-16409,-5208,-12837,-7339,16455
   Autoproducer electricity plants,2012,-13596,0,0,-1,-6914,-6428,0,-1400,-128,-963,-5077,0,17816,0,-16691,-5325,-13596,-6915,16725
   Autoproducer electricity plants,2013,-13975,0,0,-1,-6579,-6532,0,-1403,-144,-1532,-5336,0,18537,0,-16964,-6169,-13975,-6579,16862
   Autoproducer electricity plants,2014,-13600,0,0,-1,-5923,-6367,0,-1435,-173,-2412,-5435,0,19027,0,-16318,-7232,-13600,-5924,16442
   Autoproducer electricity plants,2015,-13783,0,0,-1,-5731,-6372,0,-1416,-181,-3458,-5750,0,20155,0,-16538,-8560,-13783,-5732,16516
   Autoproducer electricity plants,2016,-6201,0,0,-1,-4210,-3253,0,-285,-50,-3447,-3060,0,12671,0,-7836,-6023,-6201,-4211,9174
   Autoproducer electricity plants,2017,-5294,0,0,-1,-4168,-3184,0,-236,-107,-4037,-3052,0,12994,0,-7086,-6654,-5294,-4169,8849
   Autoproducer electricity plants,2018,-6671,0,0,-1,-3933,-3435,0,-283,-177,-4565,-3177,0,13918,0,-8323,-7451,-6671,-3934,9177
   Autoproducer electricity plants,2019,-6694,0,0,-1,-3665,-3412,0,-286,-526,-4908,-2951,0,13958,0,-8485,-7972,-6694,-3666,8524
   Autoproducer electricity plants,2020,-6123,0,0,-1,-3412,-3418,0,-258,-627,-5487,-2648,0,13750,0,-8224,-8247,-6123,-3413,7636
   Autoproducer electricity plants,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Main activity producer CHP plants,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer CHP plants,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Autoproducer CHP plants,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer CHP plants,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Main activity producer heat plants,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Main activity producer heat plants,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,17
   Main activity producer heat plants,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,28
   Main activity producer heat plants,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,45
   Main activity producer heat plants,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,56
   Main activity producer heat plants,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,68
   Main activity producer heat plants,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,0,0,0,74
   Main activity producer heat plants,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,0,0,0,87
   Main activity producer heat plants,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,0,0,0,94
   Main activity producer heat plants,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,102
   Main activity producer heat plants,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,107
   Main activity producer heat plants,1982,-93,0,0,0,-36,0,0,0,0,0,0,0,0,108,-21,0,-93,-36,108
   Main activity producer heat plants,1983,-96,0,0,0,-38,0,0,0,0,0,0,0,0,111,-23,0,-96,-38,111
   Main activity producer heat plants,1984,-108,0,0,0,-41,0,0,0,0,0,0,0,0,119,-30,0,-108,-41,119
   Main activity producer heat plants,1985,-109,0,0,0,-40,0,0,0,0,0,0,0,0,126,-24,0,-109,-40,126
   Main activity producer heat plants,1986,-113,0,0,0,-39,0,0,0,0,0,0,0,0,128,-25,0,-113,-39,128
   Main activity producer heat plants,1987,-118,0,0,0,-36,0,0,0,0,0,0,0,0,139,-16,0,-118,-36,139
   Main activity producer heat plants,1988,-121,0,0,0,-36,0,0,0,0,0,0,0,0,138,-19,0,-121,-36,138
   Main activity producer heat plants,1989,-132,0,0,0,-36,0,0,0,0,0,0,0,0,152,-17,0,-132,-36,152
   Main activity producer heat plants,1990,-19,0,0,0,-59,-133,0,0,0,0,-2,0,0,170,-42,0,-19,-59,170
   Main activity producer heat plants,1991,-18,0,0,0,-39,-154,0,0,0,0,-2,0,0,200,-12,0,-18,-39,200
   Main activity producer heat plants,1992,-18,0,0,0,-37,-170,0,0,0,0,-3,0,0,217,-10,0,-18,-37,217
   Main activity producer heat plants,1993,-16,0,0,0,-36,-192,0,0,0,0,-3,0,0,240,-7,0,-16,-36,240
   Main activity producer heat plants,1994,-19,0,0,0,-36,-229,0,0,0,0,-3,0,0,291,3,0,-19,-36,291
   Main activity producer heat plants,1995,-15,0,0,0,-36,-239,0,0,0,0,-3,0,0,317,25,0,-15,-36,317
   Main activity producer heat plants,1996,-14,0,0,0,-35,-252,0,0,0,0,-3,0,0,335,31,0,-14,-35,335
   Main activity producer heat plants,1997,-15,0,0,0,-33,-265,0,0,0,0,-4,0,0,368,51,0,-15,-33,368
   Main activity producer heat plants,1998,-16,0,0,0,-35,-282,0,0,0,0,-3,0,0,395,58,0,-16,-35,395
   Main activity producer heat plants,1999,-16,0,0,0,-39,-305,0,0,0,0,-3,0,0,421,58,0,-16,-39,421
   Main activity producer heat plants,2000,-16,0,0,0,-38,-312,0,0,0,0,-4,0,0,447,76,0,-16,-38,447
   Main activity producer heat plants,2001,-14,0,0,0,-34,-302,0,0,0,0,-5,0,0,444,89,0,-14,-34,444
   Main activity producer heat plants,2002,-18,0,0,0,-35,-315,0,0,0,0,-4,0,0,458,86,0,-18,-35,458
   Main activity producer heat plants,2003,-16,0,0,0,-31,-302,0,0,0,0,-4,0,0,444,91,0,-16,-31,444
   Main activity producer heat plants,2004,-12,0,0,0,-30,-341,0,0,0,0,-4,0,0,492,106,0,-12,-30,492
   Main activity producer heat plants,2005,-14,0,0,0,-23,-389,0,0,0,0,-3,0,0,500,71,0,-14,-23,500
   Main activity producer heat plants,2006,-14,0,0,0,-15,-370,0,0,0,0,-3,0,0,478,77,0,-14,-15,478
   Main activity producer heat plants,2007,-13,0,0,0,-10,-390,0,0,0,0,-2,0,0,498,81,0,-13,-10,498
   Main activity producer heat plants,2008,-13,0,0,0,-9,-357,0,0,0,0,-2,0,0,476,96,0,-13,-9,476
   Main activity producer heat plants,2009,0,0,0,0,-7,-350,0,0,0,0,-2,0,0,456,97,0,0,-7,456
   Main activity producer heat plants,2010,0,0,0,0,-19,-366,0,0,0,0,-1,0,0,478,93,0,0,-19,478
   Main activity producer heat plants,2011,0,0,0,0,-18,-338,0,0,0,0,0,0,0,433,77,0,0,-18,433
   Main activity producer heat plants,2012,0,0,0,0,-4,-345,0,0,0,0,0,0,0,421,72,0,0,-4,421
   Main activity producer heat plants,2013,0,0,0,0,-2,-351,0,0,0,0,0,0,0,426,73,0,0,-2,426
   Main activity producer heat plants,2014,0,0,0,0,-3,-321,0,0,0,0,0,0,0,395,71,0,0,-3,395
   Main activity producer heat plants,2015,0,0,0,0,-5,-303,0,0,0,0,0,0,0,375,67,0,0,-5,375
   Main activity producer heat plants,2016,0,0,0,0,-5,-322,0,0,0,0,0,0,0,390,64,0,0,-5,390
   Main activity producer heat plants,2017,0,0,0,0,-5,-324,0,0,0,0,0,0,0,393,65,0,0,-5,393
   Main activity producer heat plants,2018,0,0,0,0,-3,-312,0,0,0,0,0,0,0,374,59,0,0,-3,374
   Main activity producer heat plants,2019,0,0,0,0,-3,-295,0,0,0,0,0,0,0,360,62,0,0,-3,360
   Main activity producer heat plants,2020,0,0,0,0,-3,-295,0,0,0,0,0,0,0,359,62,0,0,-3,359
   Main activity producer heat plants,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Autoproducer heat plants,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
